user_id,avg_days_between_orders,gap_trend,reorder_rate,order_count,days_since_last_order,annual_value_est,revenue_at_risk_90d,churned,top_department
173493,28.5,0.0,0.5,5,30.0,1408.77,7.68,1,dairy eggs
173494,14.0,3.0,0.33,21,30.0,2867.86,19.86,1,produce
173495,9.57,6.33,0.6,36,15.0,4194.78,22.51,0,produce
173497,13.78,-3.0,0.61,10,30.0,2914.11,97.36,1,produce
173498,13.57,13.67,0.56,8,30.0,2958.42,89.93,1,dairy eggs
173499,22.33,-14.67,0.17,7,30.0,1797.76,30.35,1,pantry
173501,7.28,0.0,0.87,51,12.0,5515.11,126.57,0,dairy eggs
173503,14.1,3.67,0.58,21,7.0,2847.52,22.5,0,dairy eggs
173504,18.12,-1.0,0.51,18,30.0,2216.07,83.38,1,beverages
173505,16.83,4.0,0.53,19,20.0,2385.15,15.69,0,alcohol
173506,15.0,-10.33,0.66,11,14.0,2676.67,17.7,0,beverages
173507,12.86,3.33,0.6,15,6.0,3122.78,76.18,0,beverages
173508,24.33,5.33,0.3,7,30.0,1650.0,44.46,1,beverages
173509,6.67,1.33,0.61,16,8.0,6022.5,113.78,0,produce
173510,15.09,14.67,0.52,12,30.0,2660.54,103.8,1,produce
173511,1.41,-10.0,0.64,33,7.0,28551.11,422.76,0,produce
173512,18.6,-10.33,0.75,11,30.0,2158.6,50.4,1,produce
173513,13.25,0.0,0.27,5,11.0,3030.19,81.26,0,produce
173514,9.91,-6.0,0.77,36,8.0,4049.71,138.83,0,produce
173515,8.11,0.33,0.81,45,9.0,4948.46,122.21,0,produce
173516,12.3,-2.0,0.41,11,11.0,3264.23,63.4,0,beverages
173517,10.74,-5.67,0.67,28,30.0,3738.1,91.33,1,produce
173518,11.09,3.67,0.54,24,6.0,3621.37,62.07,0,produce
173519,4.6,-4.0,0.6,58,14.0,8734.92,163.95,0,dairy eggs
173520,9.42,5.33,0.11,13,11.0,4263.72,76.03,0,household
173521,8.87,6.33,0.44,24,30.0,4526.72,87.45,1,produce
173522,6.09,5.67,0.63,59,6.0,6596.88,156.79,0,produce
173523,16.3,-7.33,0.51,21,12.0,2463.19,68.51,0,dairy eggs
173524,11.07,0.0,0.61,15,7.0,3626.45,120.88,0,dairy eggs
173525,15.46,-12.0,0.59,14,11.0,2596.77,59.44,0,frozen
173526,19.57,-16.33,0.32,8,30.0,2051.46,34.97,1,produce
173527,20.78,-10.33,0.76,10,17.0,1932.35,103.21,0,produce
173528,12.0,-11.33,0.47,20,16.0,3345.83,59.69,0,produce
173529,7.1,4.33,0.79,50,5.0,5653.3,127.46,0,dairy eggs
173530,17.5,4.33,0.27,7,30.0,2294.29,66.3,1,produce
173531,15.17,-2.0,0.14,7,17.0,2647.25,24.07,0,household
173532,17.86,17.0,0.22,8,30.0,2248.4,70.26,1,snacks
173533,9.88,-3.67,0.66,35,8.0,4062.8,150.11,0,snacks
173534,14.31,-6.67,0.58,14,30.0,2806.18,102.95,1,produce
173537,21.14,-9.67,0.46,8,19.0,1898.99,79.84,0,dairy eggs
173538,19.9,-13.0,0.32,11,30.0,2017.59,52.52,1,dairy eggs
173539,13.0,5.0,0.63,15,30.0,3088.46,112.78,1,produce
173540,8.0,2.33,0.23,14,21.0,5018.75,57.03,0,beverages
173541,11.17,-0.67,0.54,24,30.0,3593.19,88.13,1,produce
173542,27.0,0.67,0.24,7,30.0,1487.04,26.07,1,frozen
173543,4.93,-1.0,0.51,15,1.0,8146.38,341.9,0,produce
173545,10.32,4.33,0.48,32,9.0,3889.53,68.51,0,produce
173546,24.17,-5.67,0.39,7,30.0,1661.38,37.76,1,beverages
173547,15.6,-2.0,0.16,6,22.0,2573.72,59.47,0,beverages
173548,18.14,-9.0,0.08,8,12.0,2212.99,67.27,0,beverages
173549,17.71,-2.0,0.46,18,24.0,2267.61,15.46,0,beverages
173550,20.0,14.0,0.32,9,30.0,2007.5,9.63,1,produce
173551,7.25,0.0,0.4,5,9.0,5537.93,156.07,0,produce
173552,23.4,2.67,0.21,6,30.0,1715.81,46.79,1,dairy eggs
173553,9.0,2.33,0.8,30,7.0,4461.11,33.12,0,produce
173554,24.4,4.0,0.28,6,30.0,1645.49,74.8,1,dairy eggs
173555,8.0,3.67,0.63,17,10.0,5018.75,133.52,0,beverages
173556,21.71,-15.67,0.46,8,23.0,1849.01,59.88,0,produce
173558,15.14,-3.33,0.57,8,30.0,2651.42,35.4,1,beverages
173559,23.6,-2.67,0.7,6,18.0,1701.27,14.82,0,dairy eggs
173562,7.94,4.67,0.75,18,13.0,5055.93,217.05,0,produce
173563,11.64,17.33,0.57,15,30.0,3448.47,15.67,1,produce
173564,18.86,2.0,0.57,15,15.0,2129.17,17.42,0,household
173565,10.93,-2.33,0.59,15,7.0,3673.86,91.29,0,produce
173566,17.15,1.33,0.73,14,30.0,2340.58,38.76,1,international
173567,6.74,-3.33,0.66,24,5.0,5957.74,289.99,0,dairy eggs
173568,23.0,15.67,0.29,10,14.0,1745.65,36.1,0,produce
173569,25.29,9.0,0.46,8,28.0,1587.85,30.67,0,frozen
173570,23.25,0.0,0.18,5,30.0,1726.88,52.59,1,dairy eggs
173571,18.0,7.33,0.06,6,30.0,2230.56,27.04,1,dry goods pasta
173572,19.83,15.0,0.2,7,30.0,2024.37,57.18,1,beverages
173573,14.2,-5.33,0.37,6,9.0,2827.46,40.7,0,dairy eggs
173575,5.71,-2.33,0.56,8,7.0,7026.25,295.42,0,produce
173577,12.06,2.33,0.56,19,20.0,3330.41,60.15,0,produce
173578,13.2,-11.33,0.53,21,21.0,3041.67,75.71,0,produce
173579,12.6,-3.0,0.19,6,4.0,3186.51,63.97,0,produce
173580,8.81,-3.33,0.41,32,30.0,4559.16,65.41,1,dairy eggs
173581,8.14,-2.33,0.62,8,8.0,4930.7,123.27,0,dairy eggs
173582,17.47,-23.33,0.34,16,8.0,2298.66,40.16,0,household
173583,23.67,-0.67,0.36,7,30.0,1696.48,131.64,1,produce
173584,7.89,-6.67,0.65,46,9.0,5089.44,126.48,0,produce
173585,8.73,14.67,0.73,16,4.0,4597.33,83.59,0,beverages
173587,8.63,-1.33,0.8,42,7.0,4650.14,123.55,0,beverages
173588,4.93,3.0,0.75,75,2.0,8140.0,57.72,0,snacks
173589,15.13,-17.0,0.59,24,8.0,2653.59,56.29,0,produce
173590,23.38,7.33,0.38,9,30.0,1717.65,27.33,1,dairy eggs
173592,9.85,-1.33,0.6,35,6.0,4074.93,78.32,0,dairy eggs
173593,12.53,0.33,0.47,18,16.0,3204.46,78.9,0,produce
173594,7.57,-1.67,0.76,31,7.0,5306.17,116.7,0,produce
173595,27.0,4.0,0.22,6,27.0,1487.04,12.96,0,dairy eggs
173596,26.43,6.33,0.27,8,30.0,1519.19,30.64,1,produce
173598,9.0,0.0,0.54,9,4.0,4461.11,70.97,0,dairy eggs
173599,15.0,8.33,0.53,16,30.0,2676.67,43.34,1,produce
173601,15.39,3.67,0.73,24,15.0,2608.62,11.86,0,beverages
173602,19.19,-4.0,0.72,17,18.0,2092.51,76.65,0,frozen
173603,6.41,6.0,0.87,57,3.0,6262.95,180.55,0,produce
173604,9.47,0.67,0.8,39,6.0,4238.06,270.19,0,produce
173605,16.0,1.67,0.28,7,14.0,2509.38,86.36,0,produce
173606,5.8,-2.67,0.44,6,4.0,6922.41,144.22,0,produce
173608,5.26,-12.0,0.47,54,4.0,7627.06,74.47,0,pantry
173612,7.88,3.33,0.71,18,0.0,5093.66,92.61,0,dairy eggs
173613,10.4,3.0,0.16,6,8.0,3860.58,65.81,0,produce
173614,15.83,4.0,0.44,7,11.0,2535.79,55.98,0,produce
173615,24.4,0.0,0.42,6,30.0,1645.49,31.16,1,produce
173616,28.2,0.0,0.44,6,21.0,1423.76,38.83,0,dairy eggs
173617,12.96,6.0,0.67,28,13.0,3097.29,22.63,0,beverages
173618,18.5,5.33,0.2,7,3.0,2170.27,42.98,0,bakery
173619,14.15,2.0,0.8,21,9.0,2837.46,115.16,0,breakfast
173620,5.0,0.67,0.75,74,4.0,8030.0,187.19,0,snacks
173621,9.4,0.33,0.28,6,8.0,4271.28,127.81,0,dairy eggs
173622,7.04,12.0,0.43,24,11.0,5700.31,26.45,0,bakery
173623,11.92,-2.0,0.68,13,5.0,3369.23,197.91,0,produce
173624,9.46,-2.33,0.88,38,5.0,4244.43,83.26,0,produce
173625,10.1,2.33,0.76,22,14.0,3977.12,182.01,0,produce
173626,24.67,-10.0,0.59,10,30.0,1627.7,12.58,1,pantry
173627,24.2,-6.0,0.48,6,21.0,1659.09,103.69,0,dairy eggs
173628,14.13,5.0,0.74,24,11.0,2841.38,58.93,0,produce
173629,13.17,5.33,0.3,7,1.0,3049.37,29.7,0,produce
173630,8.23,-5.67,0.72,45,3.0,4880.11,127.18,0,dairy eggs
173631,9.73,10.33,0.56,12,4.0,4127.57,60.98,0,breakfast
173632,8.6,-3.0,0.64,43,17.0,4671.19,81.97,0,produce
173633,15.6,7.33,0.47,11,30.0,2573.72,84.02,1,produce
173635,14.7,-12.0,0.37,11,3.0,2731.29,10.72,0,produce
173636,8.47,4.0,0.72,31,15.0,4742.13,142.89,0,beverages
173637,11.07,0.33,0.74,29,8.0,3626.45,72.47,0,produce
173638,16.2,-0.67,0.29,6,30.0,2478.4,72.29,1,dairy eggs
173639,13.27,-3.33,0.55,16,24.0,3026.38,112.63,0,produce
173640,25.0,0.0,0.14,5,30.0,1606.0,10.22,1,snacks
173641,17.89,-11.67,0.5,10,5.0,2244.41,59.17,0,dairy eggs
173642,25.2,0.0,0.21,6,30.0,1593.25,28.36,1,dairy eggs
173643,13.77,1.33,0.77,27,7.0,2915.92,96.95,0,frozen
173644,9.7,-1.0,0.49,24,12.0,4141.03,134.11,0,produce
173645,15.09,-1.33,0.88,12,15.0,2660.54,12.09,0,beverages
173646,7.17,-0.33,0.66,7,7.0,5602.33,207.36,0,produce
173647,15.75,7.33,0.66,21,23.0,2549.21,60.7,0,snacks
173648,20.17,10.33,0.35,7,30.0,1990.91,54.3,1,frozen
173650,8.29,-7.0,0.64,39,7.0,4843.49,121.09,0,beverages
173651,10.78,1.0,0.28,10,30.0,3725.26,50.8,1,produce
173652,11.38,1.0,0.71,25,9.0,3529.67,102.36,0,produce
173653,18.21,10.67,0.42,15,30.0,2204.31,86.17,1,produce
173654,13.22,-11.67,0.68,10,18.0,3036.55,28.3,0,snacks
173655,11.81,0.0,0.69,17,7.0,3398.94,119.96,0,snacks
173657,10.68,-5.0,0.66,26,20.0,3759.36,129.47,0,produce
173658,16.18,0.33,0.52,12,4.0,2481.18,121.24,0,produce
173659,10.6,0.33,0.2,6,29.0,3787.74,64.56,0,produce
173660,18.4,1.0,0.42,6,15.0,2182.07,83.48,0,dairy eggs
173661,10.44,0.33,0.54,10,10.0,3844.15,165.12,0,dairy eggs
173662,8.05,1.67,0.85,44,25.0,4989.74,219.59,0,produce
173663,12.8,4.33,0.55,26,8.0,3136.72,49.08,0,produce
173664,11.25,0.0,0.19,5,5.0,3568.89,121.67,0,pantry
173665,13.86,-4.67,0.65,23,4.0,2896.07,71.26,0,dairy eggs
173666,12.5,-1.67,0.73,15,30.0,3212.0,87.6,1,dairy eggs
173667,20.11,-10.33,0.52,10,8.0,1996.41,68.51,0,snacks
173668,24.64,6.67,0.5,12,30.0,1629.7,9.88,1,produce
173670,13.86,13.0,0.35,8,4.0,2897.42,69.14,0,dairy eggs
173671,11.38,-9.33,0.68,9,12.0,3529.67,22.28,0,produce
173672,5.25,1.67,0.57,9,7.0,7647.62,480.87,0,produce
173673,22.57,-8.0,0.41,8,30.0,1778.8,31.84,1,produce
173674,15.92,11.67,0.56,14,9.0,2521.5,159.64,0,dairy eggs
173675,15.64,12.33,0.69,15,28.0,2566.67,119.39,0,produce
173677,18.0,9.0,0.48,6,1.0,2230.56,47.31,0,dairy eggs
173679,9.94,-14.0,0.66,34,4.0,4039.48,62.1,0,produce
173680,15.22,-13.33,0.57,10,15.0,2637.59,99.51,0,produce
173681,8.69,2.0,0.59,17,10.0,4621.58,36.45,0,alcohol
173682,20.15,-8.33,0.6,14,22.0,1992.18,43.98,0,dairy eggs
173683,10.64,-13.0,0.55,34,13.0,3774.79,55.51,0,dairy eggs
173684,3.1,0.0,0.29,11,5.0,12951.61,37.46,0,bakery
173685,10.09,-4.67,0.81,34,21.0,3978.83,58.78,0,produce
173686,15.46,-7.33,0.7,14,30.0,2596.77,67.87,1,dairy eggs
173687,11.5,-5.0,0.49,9,30.0,3491.3,128.72,1,produce
173688,11.58,-18.0,0.42,20,4.0,3467.5,30.34,0,produce
173689,26.86,0.67,0.21,8,30.0,1494.95,12.32,1,pantry
173690,6.29,0.0,0.81,59,4.0,6380.0,86.02,0,produce
173691,15.53,-1.0,0.47,16,14.0,2584.76,54.71,0,produce
173692,18.92,-12.0,0.48,14,0.0,2121.75,49.94,0,produce
173693,11.0,-2.0,0.44,11,15.0,3650.0,46.76,0,beverages
173694,17.5,2.67,0.3,7,25.0,2294.29,14.9,0,dairy eggs
173696,9.22,-4.33,0.66,28,24.0,4353.61,136.4,0,produce
173698,8.0,2.67,0.65,27,8.0,5018.75,111.95,0,dairy eggs
173699,4.15,-0.33,0.73,49,8.0,9684.42,284.78,0,produce
173700,7.0,-4.0,0.57,8,5.0,5735.71,128.73,0,beverages
173701,24.12,5.67,0.32,9,30.0,1664.25,11.77,1,produce
173702,22.0,4.0,0.26,6,30.0,1825.0,21.43,1,beverages
173703,27.75,0.0,0.33,5,30.0,1446.85,7.89,1,beverages
173704,6.0,-12.33,0.76,54,6.0,6691.67,118.01,0,produce
173705,13.95,10.67,0.83,21,28.0,2878.14,42.05,0,snacks
173706,15.75,12.33,0.27,9,30.0,2549.21,61.16,1,pantry
173707,13.33,8.0,0.45,16,30.0,3011.25,69.72,1,dairy eggs
173708,8.69,-4.33,0.41,43,7.0,4620.0,77.41,0,snacks
173709,9.8,0.0,0.77,16,15.0,4096.94,154.8,0,produce
173710,12.33,-6.67,0.53,19,9.0,3255.41,205.99,0,dairy eggs
173711,10.6,0.33,0.56,6,7.0,3787.74,192.26,0,beverages
173712,17.33,-4.0,0.47,7,17.0,2316.35,88.74,0,produce
173714,6.84,-4.0,0.71,33,9.0,5866.67,256.97,0,produce
173715,7.0,0.0,0.49,5,7.0,5735.71,315.46,0,snacks
173716,14.94,-4.67,0.4,18,24.0,2687.2,146.57,0,produce
173717,22.0,0.0,0.19,5,1.0,1825.0,17.42,0,beverages
173718,21.0,10.67,0.43,12,30.0,1911.9,60.47,1,dairy eggs
173719,4.67,-0.33,0.74,58,8.0,8603.57,160.14,0,produce
173720,14.91,-4.0,0.32,12,11.0,2692.99,39.78,0,bakery
173721,7.44,2.0,0.52,10,7.0,5393.28,128.7,0,frozen
173722,17.71,1.67,0.59,15,19.0,2266.53,61.81,0,dairy eggs
173723,9.6,-1.33,0.27,6,25.0,4182.29,64.95,0,produce
173724,7.93,5.0,0.77,46,16.0,5060.92,122.52,0,produce
173726,21.89,2.67,0.51,10,27.0,1834.26,40.44,0,produce
173727,21.57,3.67,0.27,8,30.0,1861.26,51.29,1,produce
173728,15.83,1.33,0.62,7,30.0,2535.79,54.34,1,dairy eggs
173729,8.17,0.0,0.6,19,3.0,4916.33,112.32,0,deli
173731,17.82,12.33,0.41,12,30.0,2253.32,51.64,1,produce
173732,10.25,0.0,0.29,5,9.0,3917.07,90.8,0,frozen
173735,9.9,2.33,0.79,30,7.0,4056.97,237.58,0,dairy eggs
173737,18.4,-3.0,0.29,6,13.0,2182.07,45.46,0,produce
173739,18.33,-3.33,0.22,13,15.0,2190.0,26.03,0,beverages
173740,8.88,1.67,0.47,9,7.0,4523.94,43.41,0,produce
173741,7.0,-3.33,0.47,9,4.0,5735.71,124.56,0,dairy eggs
173745,21.83,0.33,0.3,7,30.0,1838.93,26.27,1,dairy eggs
173746,11.91,4.33,0.68,24,2.0,3370.26,46.92,0,produce
173747,27.3,-1.67,0.68,11,29.0,1470.7,8.51,0,beverages
173748,14.38,0.0,0.35,17,13.0,2793.04,56.76,0,beverages
173749,24.5,0.0,0.35,5,30.0,1638.78,12.66,1,dairy eggs
173750,5.87,-3.0,0.84,62,2.0,6841.2,155.48,0,snacks
173751,18.73,8.67,0.37,12,30.0,2143.93,46.7,1,produce
173752,9.12,-5.0,0.34,34,9.0,4401.83,76.21,0,snacks
173753,10.38,7.33,0.8,9,7.0,3869.88,179.81,0,deli
173754,15.67,12.33,0.17,13,10.0,2562.77,26.88,0,produce
173755,9.52,13.0,0.47,34,16.0,4219.59,122.7,0,produce
173756,19.2,2.67,0.32,6,30.0,2091.15,102.18,1,frozen
173757,10.06,11.33,0.48,18,5.0,3991.52,62.49,0,beverages
173758,20.89,-12.33,0.29,10,30.0,1922.07,65.09,1,produce
173759,18.35,5.33,0.65,18,22.0,2187.66,92.53,0,produce
173760,9.82,1.0,0.64,29,6.0,4088.0,43.25,0,household
173761,15.92,-7.67,0.39,14,7.0,2521.5,18.01,0,produce
173762,18.88,9.0,0.18,9,22.0,2127.15,24.17,0,produce
173764,22.33,0.67,0.36,7,14.0,1797.76,26.27,0,pantry
173765,21.14,14.67,0.23,8,16.0,1898.99,34.53,0,dairy eggs
173766,13.79,5.67,0.42,15,30.0,2912.44,39.72,1,beverages
173768,9.2,-6.0,0.76,36,10.0,4364.13,105.52,0,dairy eggs
173769,20.0,14.33,0.4,8,7.0,2007.5,84.98,0,dairy eggs
173771,11.0,-13.0,0.62,8,12.0,3650.0,176.28,0,produce
173772,26.0,-5.0,0.38,8,17.0,1544.23,9.21,0,produce
173773,14.31,-12.67,0.39,14,30.0,2806.18,65.6,1,produce
173775,6.85,0.67,0.72,49,8.0,5857.75,187.74,0,dairy eggs
173776,15.82,2.33,0.58,18,24.0,2537.36,47.42,0,dairy eggs
173777,12.3,15.33,0.74,24,5.0,3263.07,188.18,0,produce
173778,8.97,1.33,0.65,40,8.0,4473.86,129.89,0,dairy eggs
173779,7.95,-3.33,0.55,43,8.0,5048.8,63.51,0,produce
173781,20.4,4.67,0.27,6,6.0,1968.14,11.18,0,produce
173783,4.2,1.67,0.47,6,3.0,9559.52,137.6,0,beverages
173784,12.67,2.67,0.57,10,16.0,3169.74,59.07,0,beverages
173785,12.05,5.67,0.55,20,10.0,3331.22,70.79,0,produce
173786,17.0,12.33,0.38,11,16.0,2361.76,38.55,0,dairy eggs
173787,14.85,-10.33,0.52,14,10.0,2704.4,66.29,0,dairy eggs
173788,17.8,8.0,0.22,6,30.0,2255.62,102.53,1,bakery
173789,4.95,-4.0,0.78,67,7.0,8103.67,255.92,0,dairy eggs
173790,9.8,0.0,0.55,11,7.0,4096.94,222.62,0,produce
173791,23.2,0.0,0.24,6,30.0,1730.6,27.53,1,dairy eggs
173792,9.45,-13.0,0.47,23,20.0,4246.63,104.91,0,snacks
173793,16.92,4.33,0.21,14,6.0,2372.5,44.29,0,produce
173794,15.26,4.0,0.35,20,4.0,2630.52,51.12,0,beverages
173795,7.67,4.67,0.42,10,11.0,5236.96,258.28,0,dairy eggs
173798,11.89,0.67,0.6,19,8.0,3377.1,56.96,0,dairy eggs
173799,12.37,1.33,0.55,20,7.0,3246.17,48.69,0,dairy eggs
173801,24.6,0.0,0.52,6,3.0,1632.11,53.17,0,dairy eggs
173802,8.87,4.67,0.65,31,7.0,4528.2,72.04,0,produce
173803,3.14,-1.0,0.21,8,3.0,12775.0,119.77,0,produce
173804,11.0,9.0,0.72,33,17.0,3650.0,96.28,0,snacks
173805,16.12,-13.0,0.34,17,11.0,2489.92,42.94,0,produce
173806,24.12,2.67,0.14,9,30.0,1664.25,58.42,1,produce
173808,4.2,3.67,0.34,6,5.0,9559.52,115.87,0,produce
173809,11.82,7.67,0.57,29,30.0,3396.37,46.05,1,snacks
173810,12.25,0.0,0.32,5,30.0,3277.55,65.55,1,produce
173811,7.15,1.0,0.69,41,7.0,5615.38,117.97,0,produce
173812,10.92,-7.33,0.69,14,9.0,3675.7,114.57,0,dairy eggs
173813,7.28,1.33,0.65,40,6.0,5513.56,109.02,0,beverages
173815,16.11,-6.67,0.22,10,26.0,2492.07,22.66,0,beverages
173816,12.4,-2.33,0.57,16,14.0,3237.9,218.01,0,dairy eggs
173817,20.4,5.0,0.17,6,22.0,1968.14,30.57,0,beverages
173818,5.88,0.67,0.28,9,6.0,6834.04,129.43,0,dairy eggs
173819,19.17,3.0,0.4,7,6.0,2094.78,74.81,0,produce
173820,7.25,-8.33,0.39,9,10.0,5537.93,358.01,0,produce
173821,22.5,0.0,0.8,5,18.0,1784.44,4.06,0,beverages
173822,17.7,3.33,0.33,11,17.0,2268.36,40.31,0,produce
173823,16.25,-1.67,0.37,9,30.0,2470.77,11.85,1,produce
173824,24.33,5.67,0.62,13,30.0,1650.0,16.15,1,beverages
173825,16.5,0.0,0.38,5,30.0,2433.33,81.85,1,dairy eggs
173827,7.33,-0.33,0.52,7,8.0,5475.0,209.76,0,beverages
173828,12.35,-7.0,0.35,18,21.0,3250.24,13.95,0,alcohol
173831,10.88,-2.0,0.39,9,30.0,3691.95,130.52,1,produce
173832,11.77,-15.0,0.7,14,7.0,3411.44,153.4,0,dairy eggs
173833,24.83,-1.0,0.52,7,30.0,1616.78,24.15,1,produce
173834,25.14,6.0,0.19,8,30.0,1596.88,16.79,1,beverages
173835,22.5,8.0,0.48,9,12.0,1784.44,56.33,0,dairy eggs
173836,15.92,5.33,0.48,14,30.0,2521.5,131.81,1,beverages
173837,15.55,9.0,0.66,12,30.0,2582.75,74.35,1,produce
173838,20.29,-20.67,0.4,8,24.0,1979.23,48.36,0,dairy eggs
173839,14.8,-2.67,0.44,6,30.0,2712.84,95.57,1,produce
173840,25.1,-8.67,0.54,11,30.0,1599.6,74.69,1,produce
173841,13.0,-6.0,0.29,13,7.0,3088.46,63.71,0,produce
173842,7.09,-1.67,0.86,45,3.0,5662.18,34.6,0,snacks
173843,20.12,7.33,0.22,9,30.0,1995.03,68.52,1,dairy eggs
173844,16.0,0.0,0.24,5,11.0,2509.38,62.73,0,produce
173845,24.62,-7.67,0.46,9,30.0,1630.46,36.64,1,dairy eggs
173846,20.56,12.67,0.91,17,16.0,1952.58,14.88,0,beverages
173847,18.75,0.0,0.57,5,8.0,2141.33,6.81,0,produce
173848,15.58,-16.67,0.42,20,30.0,2577.2,37.19,1,produce
173850,2.68,1.0,0.7,100,1.0,14999.43,293.17,0,dairy eggs
173851,22.57,7.33,0.44,8,22.0,1778.8,13.64,0,produce
173852,7.5,1.67,0.24,7,10.0,5353.33,66.05,0,produce
173853,11.4,-2.33,0.3,6,30.0,3521.93,85.38,1,dairy eggs
173854,27.75,0.0,0.08,5,30.0,1446.85,17.1,1,produce
173855,20.33,-5.0,0.56,13,15.0,1974.59,72.15,0,dairy eggs
173856,10.33,-1.67,0.2,7,11.0,3885.48,51.72,0,bakery
173857,8.14,2.67,0.41,8,5.0,4930.7,134.47,0,beverages
173859,28.86,2.67,0.64,8,30.0,1391.34,22.13,1,dairy eggs
173860,12.25,0.0,0.22,5,21.0,3277.55,55.12,0,dairy eggs
173861,7.44,1.0,0.71,49,7.0,5398.32,228.35,0,produce
173863,7.74,-0.33,0.81,47,5.0,5187.92,79.52,0,snacks
173864,14.43,7.67,0.53,8,22.0,2782.67,56.92,0,dairy eggs
173865,19.0,2.33,0.51,6,23.0,2113.16,97.65,0,dairy eggs
173866,13.5,10.33,0.22,9,30.0,2974.07,62.34,1,produce
173867,14.45,-25.33,0.4,12,5.0,2777.67,79.96,0,frozen
173868,7.89,7.33,0.26,10,8.0,5089.44,45.11,0,dairy eggs
173869,21.38,4.67,0.47,9,25.0,1878.36,53.6,0,produce
173870,12.0,0.0,0.3,5,6.0,3345.83,71.48,0,produce
173871,16.62,12.67,0.54,9,13.0,2415.04,48.18,0,produce
173872,17.09,5.0,0.15,12,15.0,2349.2,38.71,0,alcohol
173874,7.92,-1.67,0.6,13,2.0,5071.58,170.23,0,produce
173875,21.43,17.33,0.42,8,30.0,1873.67,6.39,1,household
173876,10.96,1.33,0.68,28,15.0,3662.33,49.05,0,frozen
173877,20.5,5.33,0.2,7,10.0,1958.54,52.14,0,dairy eggs
173878,20.75,6.67,0.44,17,6.0,1934.94,39.58,0,dairy eggs
173879,22.25,11.33,0.31,9,30.0,1804.49,61.06,1,beverages
173881,20.79,11.67,0.56,15,30.0,1931.62,104.19,1,dairy eggs
173883,12.0,5.33,0.81,23,7.0,3345.83,19.51,0,produce
173884,8.0,-5.67,0.8,25,8.0,5018.75,108.13,0,produce
173885,19.42,6.0,0.16,13,30.0,2067.81,31.45,1,dairy eggs
173887,26.6,-1.33,0.28,6,30.0,1509.4,22.3,1,produce
173888,16.75,7.0,0.34,9,16.0,2397.01,42.98,0,snacks
173889,5.62,0.67,0.82,65,8.0,7137.78,167.71,0,produce
173890,10.75,0.0,0.19,5,30.0,3734.88,81.49,1,produce
173891,25.0,0.0,0.24,5,17.0,1606.0,45.99,0,meat seafood
173892,23.67,11.0,0.22,7,30.0,1696.48,47.92,1,beverages
173893,22.62,-13.67,0.4,9,12.0,1774.59,21.51,0,deli
173895,26.18,-5.0,0.57,12,24.0,1533.51,40.95,0,beverages
173896,23.75,0.0,0.22,5,30.0,1690.53,30.74,1,bakery
173897,4.18,-10.67,0.79,88,7.0,9596.29,201.24,0,produce
173898,11.09,-4.67,0.53,23,23.0,3620.08,67.61,0,dairy eggs
173899,8.0,-6.67,0.28,6,4.0,5018.75,100.76,0,produce
173900,12.59,8.0,0.67,28,23.0,3188.38,105.33,0,produce
173901,17.78,1.33,0.66,19,30.0,2258.44,35.39,1,produce
173903,22.0,-10.67,0.34,7,30.0,1825.0,69.33,1,produce
173904,10.2,4.0,0.58,11,13.0,3936.27,60.18,0,dairy eggs
173905,22.4,7.33,0.19,6,30.0,1792.41,67.22,1,dairy eggs
173906,12.6,5.33,0.25,6,30.0,3186.51,82.08,1,produce
173907,11.31,-11.0,0.77,30,8.0,3549.85,154.63,0,produce
173909,3.32,-2.0,0.73,100,4.0,12081.61,141.96,0,produce
173911,27.25,2.67,0.41,9,20.0,1473.39,40.18,0,snacks
173912,8.0,-8.33,0.46,10,3.0,5018.75,165.39,0,meat seafood
173913,8.4,4.33,0.53,6,11.0,4779.76,99.58,0,produce
173914,21.88,7.0,0.41,9,30.0,1835.43,32.91,1,beverages
173915,14.33,0.67,0.24,7,10.0,2801.16,89.13,0,produce
173916,26.5,0.0,0.48,5,16.0,1515.09,70.25,0,beverages
173917,9.81,-3.0,0.66,37,11.0,4094.62,128.77,0,beverages
173920,24.25,0.0,0.58,5,9.0,1655.67,14.3,0,dairy eggs
173921,24.0,-3.33,0.47,7,30.0,1672.92,49.43,1,produce
173922,23.2,-3.0,0.59,6,21.0,1730.6,11.14,0,snacks
173923,7.74,-4.67,0.61,48,2.0,5184.2,30.44,0,produce
173924,5.55,1.33,0.65,59,8.0,7231.99,105.03,0,produce
173925,12.64,-3.33,0.21,15,3.0,3175.71,31.76,0,produce
173926,18.25,0.0,0.31,5,14.0,2200.0,110.0,0,produce
173927,5.68,0.67,0.64,64,1.0,7065.5,50.18,0,produce
173928,19.36,2.0,0.66,12,4.0,2073.47,65.58,0,dairy eggs
173930,13.6,-5.0,0.61,26,15.0,2952.21,99.1,0,produce
173931,14.83,-16.33,0.52,7,30.0,2706.74,57.12,1,dairy eggs
173932,18.75,0.0,0.2,5,30.0,2141.33,39.91,1,produce
173933,6.17,2.67,0.29,7,5.0,6510.81,116.26,0,produce
173934,11.3,-0.67,0.75,11,10.0,3553.1,29.36,0,produce
173935,12.8,-14.0,0.52,21,2.0,3136.72,110.67,0,dairy eggs
173937,7.03,0.33,0.56,35,30.0,5711.72,172.09,1,produce
